class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,bertonjol,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
bisa dimakan,bertonjol,halus,abu-abu,tidak,tidak ada,bebas,padat,lebar,abu-abu,membesar,tidak diketahui,sutra,halus,putih,putih,parsial,putih,dua,menjuntai,putih,tersebar,rumput
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,bertonjol,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
bisa dimakan,lonceng,halus,putih,tidak,tidak ada,bebas,padat,lebar,merah muda,membesar,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,dua,menjuntai,putih,tersebar,rumput
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,bertonjol,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,bertonjol,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,bertonjol,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
bisa dimakan,cembung,berserat,abu-abu,tidak,tidak ada,bebas,padat,lebar,putih,membesar,tidak diketahui,halus,sutra,putih,putih,parsial,putih,dua,menjuntai,putih,tersebar,rumput
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
bisa dimakan,bertonjol,berserat,putih,tidak,tidak ada,bebas,padat,lebar,merah muda,membesar,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,dua,menjuntai,putih,banyak,rumput
beracun,cembung,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,bersisik,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
bisa dimakan,lonceng,halus,coklat,tidak,tidak ada,menempel,rapat,lebar,oranye,membesar,tidak diketahui,halus,halus,oranye,oranye,parsial,oranye,satu,menjuntai,oranye,beberapa,daun
beracun,datar,halus,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,merah,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,halus,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,bersisik,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,datar,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,datar,halus,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,merah muda,merah muda,parsial,putih,satu,menghilang,putih,beberapa,daun
beracun,cembung,halus,merah,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,halus,merah muda,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,bertonjol,bersisik,coklat,tidak,amis,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,putih,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,halus,coklat,tidak,pedas,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,jalan setapak
beracun,cembung,bersisik,merah,tidak,busuk,bebas,rapat,sempit,krem,meruncing,tidak diketahui,sutra,sutra,putih,merah muda,parsial,putih,satu,menghilang,putih,beberapa,hutan
